part,age,key,sex,style,stim,hemifield,response,rt
20,21,Right,male,Abstract,368ABSTRACTO,Right,0,656
20,21,Right,male,Representational,106REALISTA,Right,1,769
20,21,Right,male,Abstract,132ABSTRACTO,Left,0,1087
20,21,Right,male,Abstract,146ABSTRACTO,Left,1,1080
20,21,Right,male,Abstract,110ABSTRACTO,Right,1,711
20,21,Right,male,Representational,165REALISTA,Left,0,383
20,21,Right,male,Abstract,368ABSTRACTO,Left,0,578
20,21,Right,male,Abstract,263ABSTRACTO,Left,0,740
20,21,Right,male,Representational,161REALISTA,Right,1,1077
20,21,Right,male,Abstract,151ABSTRACTO,Right,0,1648
20,21,Right,male,Representational,315IMPRESION,Left,1,771
20,21,Right,male,Abstract,362ABSTRACTO,Left,1,877
20,21,Right,male,Abstract,364ABSTRACTO,Right,0,990
20,21,Right,male,Abstract,348ABSTRACTO,Left,0,2002
20,21,Right,male,Representational,287REALISTA,Left,0,1693
20,21,Right,male,Representational,076REALISTA,Left,1,494
20,21,Right,male,Representational,179IMPRESION,Left,1,773
20,21,Right,male,Abstract,293ABSTRACTO,Right,0,1304
20,21,Right,male,Representational,079POSTIMPRES,Right,1,956
20,21,Right,male,Representational,046REALISTA,Right,1,554
20,21,Right,male,Abstract,343ABSTRACTO,Right,0,624
20,21,Right,male,Representational,287REALISTA,Right,1,912
20,21,Right,male,Abstract,180ABSTRACTO,Right,0,777
20,21,Right,male,Abstract,084ABSTRACTO,Left,0,557
20,21,Right,male,Representational,280REALISTA,Right,1,594
20,21,Right,male,Abstract,067ABSTRACTO,Left,0,894
20,21,Right,male,Abstract,036ABSTRACTO,Right,1,724
20,21,Right,male,Representational,216POSTIMPRES,Left,0,648
20,21,Right,male,Abstract,184ABSTRACTO,Left,0,770
20,21,Right,male,Abstract,317ABSTRACTO,Right,0,1177
20,21,Right,male,Representational,030POSTIMPRES,Left,1,499
20,21,Right,male,Abstract,044ABSTRACTO,Left,1,580
20,21,Right,male,Abstract,390ABSTRACTO,Right,0,419
20,21,Right,male,Representational,385POSTIMPRES,Right,0,439
20,21,Right,male,Representational,017REALISTA,Left,1,427
20,21,Right,male,Abstract,129ABSTRACTO,Left,0,485
20,21,Right,male,Abstract,269ABSTRACTO,Right,0,852
20,21,Right,male,Abstract,110ABSTRACTO,Left,0,583
20,21,Right,male,Representational,350REALISTA,Left,1,395
20,21,Right,male,Representational,345POSTIMPRES,Left,0,1328
20,21,Right,male,Representational,071POSTIMPRES,Right,1,1376
20,21,Right,male,Representational,069POSTIMPRES,Left,1,1035
20,21,Right,male,Representational,079POSTIMPRES,Left,1,786
20,21,Right,male,Abstract,404ABSTRACTO,Right,0,1164
20,21,Right,male,Representational,101IMPRESION,Right,1,672
20,21,Right,male,Representational,173REALISTA,Right,1,842
20,21,Right,male,Representational,385POSTIMPRES,Left,0,1166
20,21,Right,male,Representational,226REALISTA,Right,1,962
20,21,Right,male,Representational,389POSTIMPRES,Left,1,710
20,21,Right,male,Abstract,270ABSTRACTO,Left,0,1003
20,21,Right,male,Abstract,169ABSTRACTO,Right,0,956
20,21,Right,male,Representational,254IMPRESION,Right,1,566
20,21,Right,male,Representational,030POSTIMPRES,Right,1,465
20,21,Right,male,Representational,197POSTIMPRES,Right,0,1183
20,21,Right,male,Representational,093REALISTA,Left,0,1311
20,21,Right,male,Representational,104POSTIMPRESjpg,Left,1,1618
20,21,Right,male,Representational,111REALISTA,Left,1,510
20,21,Right,male,Abstract,270ABSTRACTO,Right,0,558
20,21,Right,male,Abstract,051ABSTRACTO,Left,1,472
20,21,Right,male,Abstract,236ABSTRACTO,Right,0,673
20,21,Right,male,Representational,241POSTIMPRES,Left,1,1039
20,21,Right,male,Representational,010REALISTA,Right,1,1310
20,21,Right,male,Representational,069POSTIMPRES,Right,1,844
20,21,Right,male,Abstract,348ABSTRACTO,Right,0,790
20,21,Right,male,Abstract,188ABSTRACTO,Left,1,836
20,21,Right,male,Representational,216POSTIMPRES,Right,1,738
20,21,Right,male,Representational,130IMPRESION,Right,1,545
20,21,Right,male,Abstract,089ABSTRACTO,Left,0,451
20,21,Right,male,Representational,020POSTIMPRES,Left,0,669
20,21,Right,male,Representational,161REALISTA,Left,1,715
20,21,Right,male,Abstract,212ABSTRACTO,Left,1,544
20,21,Right,male,Abstract,269ABSTRACTO,Left,0,489
20,21,Right,male,Abstract,343ABSTRACTO,Left,0,1116
20,21,Right,male,Representational,043REALISTA,Right,1,619
20,21,Right,male,Representational,205REALISTA,Left,0,376
20,21,Right,male,Abstract,363ABSTRACTO,Right,0,723
20,21,Right,male,Abstract,342ABSTRACTO,Right,0,471
20,21,Right,male,Abstract,362ABSTRACTO,Right,1,1211
20,21,Right,male,Representational,308POSTIMPRES,Right,1,568
20,21,Right,male,Abstract,364ABSTRACTO,Left,0,588
20,21,Right,male,Abstract,282ABSTRACTO,Right,0,1012
20,21,Right,male,Representational,075IMPRESION,Left,0,710
20,21,Right,male,Representational,219IMPRESION,Right,1,512
20,21,Right,male,Abstract,329ABSTRACTO,Right,1,442
20,21,Right,male,Representational,280REALISTA,Left,0,603
20,21,Right,male,Abstract,176ABSTRACTO,Right,1,450
20,21,Right,male,Abstract,121ABSTRACTO,Right,1,827
20,21,Right,male,Representational,396REALISTA,Right,1,538
20,21,Right,male,Representational,101IMPRESION,Left,1,1080
20,21,Right,male,Representational,219IMPRESION,Left,1,559
20,21,Right,male,Abstract,217ABSTRACTO,Right,0,502
20,21,Right,male,Abstract,099ABSTRACTO,Left,1,1110
20,21,Right,male,Representational,402IMPRESION,Right,1,544
20,21,Right,male,Abstract,118ABSTRACTO,Left,1,605
20,21,Right,male,Representational,159REALISTA,Right,1,789
20,21,Right,male,Representational,062REALISTA,Left,0,1123
20,21,Right,male,Abstract,367ABSTRACTO,Right,0,1042
20,21,Right,male,Abstract,262ABSTRACTO,Right,1,830
20,21,Right,male,Abstract,184ABSTRACTO,Right,0,601
20,21,Right,male,Representational,130IMPRESION,Left,1,700
20,21,Right,male,Abstract,117ABSTRACTO,Right,0,681
20,21,Right,male,Representational,116REALISTA,Right,1,811
20,21,Right,male,Abstract,351ABSTRACTO,Right,0,1707
20,21,Right,male,Representational,311REALISTA,Left,0,615
20,21,Right,male,Abstract,051ABSTRACTO,Right,1,567
20,21,Right,male,Abstract,067ABSTRACTO,Right,1,523
20,21,Right,male,Representational,104POSTIMPRESjpg,Right,0,732
20,21,Right,male,Representational,177REALISTA,Left,1,878
20,21,Right,male,Abstract,365ABSTRACTO,Right,1,790
20,21,Right,male,Abstract,236ABSTRACTO,Left,0,522
20,21,Right,male,Representational,127IMPRESION,Right,1,565
20,21,Right,male,Representational,105REALISTA,Right,1,550
20,21,Right,male,Representational,165REALISTA,Right,1,641
20,21,Right,male,Representational,389POSTIMPRES,Right,1,481
20,21,Right,male,Abstract,282ABSTRACTO,Left,1,501
20,21,Right,male,Representational,197POSTIMPRES,Left,1,904
20,21,Right,male,Representational,241POSTIMPRES,Right,1,724
20,21,Right,male,Representational,402IMPRESION,Left,1,529
20,21,Right,male,Abstract,136ABSTRACTO,Right,0,756
20,21,Right,male,Representational,315IMPRESION,Right,1,467
20,21,Right,male,Abstract,262ABSTRACTO,Left,0,636
20,21,Right,male,Abstract,359ABSTRACTO,Left,0,550
20,21,Right,male,Abstract,008ABSTRACTO,Right,0,613
20,21,Right,male,Representational,017REALISTA,Right,1,470
20,21,Right,male,Abstract,365ABSTRACTO,Left,1,506
20,21,Right,male,Representational,177REALISTA,Right,0,478
20,21,Right,male,Representational,266POSTIMPRES,Left,1,390
20,21,Right,male,Representational,116REALISTA,Left,1,596
20,21,Right,male,Representational,111REALISTA,Right,1,573
20,21,Right,male,Representational,159REALISTA,Left,1,615
20,21,Right,male,Abstract,117ABSTRACTO,Left,0,422
20,21,Right,male,Representational,332IMPRESION,Left,0,747
20,21,Right,male,Representational,254IMPRESION,Left,0,793
20,21,Right,male,Representational,020POSTIMPRES,Right,1,249
20,21,Right,male,Abstract,089ABSTRACTO,Right,0,1062
20,21,Right,male,Abstract,367ABSTRACTO,Left,0,466
20,21,Right,male,Abstract,188ABSTRACTO,Right,0,455
20,21,Right,male,Abstract,230ABSTRACTO,Right,0,562
20,21,Right,male,Representational,127IMPRESION,Left,1,523
20,21,Right,male,Representational,010REALISTA,Left,1,627
20,21,Right,male,Representational,373POSTIMPRES,Right,0,424
20,21,Right,male,Abstract,322ABSTRACTO,Left,1,414
20,21,Right,male,Abstract,293ABSTRACTO,Left,0,380
20,21,Right,male,Representational,308POSTIMPRES,Left,0,518
20,21,Right,male,Abstract,342ABSTRACTO,Left,0,574
20,21,Right,male,Representational,303REALISTA,Right,1,489
20,21,Right,male,Abstract,061ABSTRACTO,Right,0,722
20,21,Right,male,Abstract,098ABSTRACTO,Left,0,597
20,21,Right,male,Representational,043REALISTA,Left,0,481
20,21,Right,male,Abstract,151ABSTRACTO,Left,0,511
20,21,Right,male,Abstract,214ABSTRACTO,Right,1,1079
20,21,Right,male,Abstract,146ABSTRACTO,Right,1,567
20,21,Right,male,Representational,278POSTIMPRES,Right,1,393
20,21,Right,male,Representational,016POSTIMPRES,Right,0,483
20,21,Right,male,Representational,173REALISTA,Left,1,630
20,21,Right,male,Abstract,329ABSTRACTO,Left,1,502
20,21,Right,male,Representational,266POSTIMPRES,Right,0,472
20,21,Right,male,Abstract,185ABSTRACTO,Right,0,479
20,21,Right,male,Abstract,132ABSTRACTO,Right,0,374
20,21,Right,male,Abstract,212ABSTRACTO,Right,1,521
20,21,Right,male,Abstract,129ABSTRACTO,Right,0,417
20,21,Right,male,Abstract,118ABSTRACTO,Right,1,696
20,21,Right,male,Representational,373POSTIMPRES,Left,1,798
20,21,Right,male,Representational,046REALISTA,Left,1,568
20,21,Right,male,Representational,226REALISTA,Left,1,446
20,21,Right,male,Abstract,099ABSTRACTO,Right,1,872
20,21,Right,male,Abstract,180ABSTRACTO,Left,0,493
20,21,Right,male,Abstract,176ABSTRACTO,Left,0,647
20,21,Right,male,Abstract,084ABSTRACTO,Right,1,359
20,21,Right,male,Abstract,185ABSTRACTO,Left,1,427
20,21,Right,male,Abstract,008ABSTRACTO,Left,1,333
20,21,Right,male,Abstract,363ABSTRACTO,Left,1,297
20,21,Right,male,Abstract,404ABSTRACTO,Left,0,382
20,21,Right,male,Abstract,136ABSTRACTO,Left,0,810
20,21,Right,male,Representational,205REALISTA,Right,1,463
20,21,Right,male,Abstract,322ABSTRACTO,Right,0,654
20,21,Right,male,Representational,105REALISTA,Left,1,557
36,21,Right,male,Representational,274REALISTA,Left,1,18829
36,21,Right,male,Abstract,121ABSTRACTO,Right,1,9837
36,21,Right,male,Abstract,293ABSTRACTO,Left,1,964
36,21,Right,male,Representational,071POSTIMPRES,Left,1,6354
36,21,Right,male,Representational,062REALISTA,Left,1,12148
36,21,Right,male,Representational,105REALISTA,Left,0,1071
36,21,Right,male,Abstract,351ABSTRACTO,Right,1,1064
36,21,Right,male,Representational,205REALISTA,Right,1,794
36,21,Right,male,Abstract,282ABSTRACTO,Right,0,447
36,21,Right,male,Representational,016POSTIMPRES,Right,0,584
36,21,Right,male,Representational,030POSTIMPRES,Left,1,517
36,21,Right,male,Abstract,368ABSTRACTO,Right,0,632
36,21,Right,male,Abstract,067ABSTRACTO,Right,0,783
36,21,Right,male,Abstract,117ABSTRACTO,Right,0,427
36,21,Right,male,Representational,350REALISTA,Right,0,299
36,21,Right,male,Representational,105REALISTA,Right,1,522
36,21,Right,male,Abstract,269ABSTRACTO,Right,0,491
36,21,Right,male,Representational,069POSTIMPRES,Left,1,964
36,21,Right,male,Abstract,067ABSTRACTO,Left,0,600
36,21,Right,male,Abstract,263ABSTRACTO,Left,0,608
36,21,Right,male,Representational,280REALISTA,Left,0,520
36,21,Right,male,Abstract,367ABSTRACTO,Right,1,853
36,21,Right,male,Abstract,051ABSTRACTO,Left,0,285
36,21,Right,male,Representational,219IMPRESION,Right,1,513
36,21,Right,male,Abstract,099ABSTRACTO,Left,0,310
36,21,Right,male,Abstract,212ABSTRACTO,Right,1,484
36,21,Right,male,Abstract,363ABSTRACTO,Right,0,631
36,21,Right,male,Representational,069POSTIMPRES,Right,1,605
36,21,Right,male,Abstract,365ABSTRACTO,Right,0,795
36,21,Right,male,Abstract,036ABSTRACTO,Right,0,1126
36,21,Right,male,Abstract,188ABSTRACTO,Right,0,530
36,21,Right,male,Representational,241POSTIMPRES,Left,0,844
36,21,Right,male,Abstract,390ABSTRACTO,Right,0,556
36,21,Right,male,Abstract,121ABSTRACTO,Left,0,689
36,21,Right,male,Abstract,169ABSTRACTO,Left,0,333
36,21,Right,male,Representational,373POSTIMPRES,Right,0,325
36,21,Right,male,Representational,043REALISTA,Right,1,566
36,21,Right,male,Representational,266POSTIMPRES,Right,0,600
36,21,Right,male,Abstract,084ABSTRACTO,Left,0,395
36,21,Right,male,Representational,079POSTIMPRES,Left,0,716
36,21,Right,male,Abstract,180ABSTRACTO,Left,1,443
36,21,Right,male,Representational,226REALISTA,Right,0,563
36,21,Right,male,Representational,332IMPRESION,Right,1,687
36,21,Right,male,Abstract,110ABSTRACTO,Left,0,479
36,21,Right,male,Representational,116REALISTA,Left,1,598
36,21,Right,male,Abstract,185ABSTRACTO,Right,0,319
36,21,Right,male,Representational,385POSTIMPRES,Right,0,415
36,21,Right,male,Abstract,293ABSTRACTO,Right,0,458
36,21,Right,male,Abstract,359ABSTRACTO,Left,0,519
36,21,Right,male,Abstract,343ABSTRACTO,Right,0,334
36,21,Right,male,Abstract,061ABSTRACTO,Right,0,391
36,21,Right,male,Abstract,146ABSTRACTO,Left,0,715
36,21,Right,male,Representational,179IMPRESION,Left,1,859
36,21,Right,male,Abstract,110ABSTRACTO,Right,0,465
36,21,Right,male,Representational,017REALISTA,Right,0,542
36,21,Right,male,Abstract,343ABSTRACTO,Left,0,1172
36,21,Right,male,Abstract,118ABSTRACTO,Left,0,502
36,21,Right,male,Representational,130IMPRESION,Left,1,469
36,21,Right,male,Representational,173REALISTA,Right,0,227
36,21,Right,male,Abstract,136ABSTRACTO,Right,0,339
36,21,Right,male,Abstract,230ABSTRACTO,Left,1,567
36,21,Right,male,Representational,254IMPRESION,Right,0,205
36,21,Right,male,Representational,010REALISTA,Right,1,489
36,21,Right,male,Representational,389POSTIMPRES,Left,0,148
36,21,Right,male,Representational,311REALISTA,Left,0,375
36,21,Right,male,Abstract,363ABSTRACTO,Left,1,415
36,21,Right,male,Representational,308POSTIMPRES,Left,0,284
36,21,Right,male,Abstract,180ABSTRACTO,Right,1,663
36,21,Right,male,Abstract,129ABSTRACTO,Left,0,288
36,21,Right,male,Abstract,089ABSTRACTO,Right,1,355
36,21,Right,male,Abstract,118ABSTRACTO,Right,0,144
36,21,Right,male,Representational,216POSTIMPRES,Right,1,694
36,21,Right,male,Representational,280REALISTA,Right,0,2261
36,21,Right,male,Abstract,214ABSTRACTO,Right,0,544
36,21,Right,male,Abstract,008ABSTRACTO,Left,1,919
36,21,Right,male,Representational,266POSTIMPRES,Left,0,520
36,21,Right,male,Abstract,362ABSTRACTO,Left,0,313
36,21,Right,male,Abstract,390ABSTRACTO,Left,0,636
36,21,Right,male,Representational,241POSTIMPRES,Right,0,671
36,21,Right,male,Representational,093REALISTA,Left,0,1225
36,21,Right,male,Abstract,329ABSTRACTO,Right,1,436
36,21,Right,male,Representational,111REALISTA,Left,0,3168
36,21,Right,male,Representational,079POSTIMPRES,Right,0,709
36,21,Right,male,Abstract,236ABSTRACTO,Right,0,349
36,21,Right,male,Abstract,342ABSTRACTO,Left,0,334
36,21,Right,male,Representational,303REALISTA,Right,1,735
36,21,Right,male,Representational,287REALISTA,Left,0,549
36,21,Right,male,Representational,010REALISTA,Left,1,712
36,21,Right,male,Abstract,217ABSTRACTO,Right,0,342
36,21,Right,male,Representational,161REALISTA,Right,0,590
36,21,Right,male,Abstract,317ABSTRACTO,Left,0,355
36,21,Right,male,Representational,254IMPRESION,Left,1,516
36,21,Right,male,Representational,315IMPRESION,Right,0,346
36,21,Right,male,Abstract,098ABSTRACTO,Right,0,438
36,21,Right,male,Representational,385POSTIMPRES,Left,1,513
36,21,Right,male,Representational,303REALISTA,Left,0,552
36,21,Right,male,Abstract,368ABSTRACTO,Left,0,448
36,21,Right,male,Abstract,044ABSTRACTO,Left,0,481
36,21,Right,male,Representational,076REALISTA,Left,1,406
36,21,Right,male,Representational,315IMPRESION,Left,0,456
36,21,Right,male,Representational,075IMPRESION,Left,0,867
36,21,Right,male,Representational,111REALISTA,Right,1,570
36,21,Right,male,Representational,179IMPRESION,Right,0,917
36,21,Right,male,Representational,197POSTIMPRES,Right,0,785
36,21,Right,male,Representational,101IMPRESION,Left,0,611
36,21,Right,male,Representational,396REALISTA,Left,0,497
36,21,Right,male,Abstract,044ABSTRACTO,Right,0,485
36,21,Right,male,Representational,104POSTIMPRESjpg,Left,1,374
36,21,Right,male,Representational,130IMPRESION,Right,0,344
36,21,Right,male,Representational,278POSTIMPRES,Right,1,370
36,21,Right,male,Abstract,236ABSTRACTO,Left,0,411
36,21,Right,male,Abstract,322ABSTRACTO,Left,1,466
36,21,Right,male,Representational,159REALISTA,Left,0,423
36,21,Right,male,Abstract,151ABSTRACTO,Left,0,567
36,21,Right,male,Representational,093REALISTA,Right,1,535
36,21,Right,male,Representational,106REALISTA,Right,1,696
36,21,Right,male,Abstract,185ABSTRACTO,Left,0,363
36,21,Right,male,Abstract,329ABSTRACTO,Left,0,770
36,21,Right,male,Abstract,099ABSTRACTO,Right,0,595
36,21,Right,male,Abstract,262ABSTRACTO,Left,1,709
36,21,Right,male,Representational,402IMPRESION,Right,0,442
36,21,Right,male,Abstract,184ABSTRACTO,Right,0,580
36,21,Right,male,Abstract,365ABSTRACTO,Left,0,421
36,21,Right,male,Representational,226REALISTA,Left,1,512
36,21,Right,male,Abstract,169ABSTRACTO,Right,0,398
36,21,Right,male,Abstract,364ABSTRACTO,Right,0,373
36,21,Right,male,Abstract,317ABSTRACTO,Right,0,237
36,21,Right,male,Abstract,214ABSTRACTO,Left,0,318
36,21,Right,male,Abstract,282ABSTRACTO,Left,0,425
36,21,Right,male,Abstract,212ABSTRACTO,Left,0,369
36,21,Right,male,Abstract,151ABSTRACTO,Right,0,668
36,21,Right,male,Abstract,348ABSTRACTO,Left,1,921
36,21,Right,male,Representational,016POSTIMPRES,Left,0,474
36,21,Right,male,Abstract,051ABSTRACTO,Right,0,612
36,21,Right,male,Abstract,262ABSTRACTO,Right,0,526
36,21,Right,male,Abstract,008ABSTRACTO,Right,0,992
36,21,Right,male,Representational,278POSTIMPRES,Left,1,1271
36,21,Right,male,Representational,219IMPRESION,Left,0,324
36,21,Right,male,Abstract,061ABSTRACTO,Left,0,422
36,21,Right,male,Representational,116REALISTA,Right,0,267
36,21,Right,male,Representational,177REALISTA,Left,0,661
36,21,Right,male,Abstract,098ABSTRACTO,Left,0,482
36,21,Right,male,Representational,345POSTIMPRES,Left,0,485
36,21,Right,male,Representational,161REALISTA,Left,1,575
36,21,Right,male,Abstract,184ABSTRACTO,Left,0,445
36,21,Right,male,Abstract,176ABSTRACTO,Right,0,346
36,21,Right,male,Representational,216POSTIMPRES,Left,0,382
36,21,Right,male,Representational,332IMPRESION,Left,0,364
36,21,Right,male,Representational,062REALISTA,Right,1,472
36,21,Right,male,Representational,127IMPRESION,Right,0,498
36,21,Right,male,Abstract,263ABSTRACTO,Right,0,529
36,21,Right,male,Abstract,217ABSTRACTO,Left,0,348
36,21,Right,male,Representational,389POSTIMPRES,Right,1,474
36,21,Right,male,Representational,345POSTIMPRES,Right,0,565
36,21,Right,male,Representational,020POSTIMPRES,Left,0,434
36,21,Right,male,Abstract,367ABSTRACTO,Left,0,393
36,21,Right,male,Abstract,404ABSTRACTO,Left,0,400
36,21,Right,male,Representational,165REALISTA,Right,1,608
36,21,Right,male,Representational,274REALISTA,Right,1,431
36,21,Right,male,Representational,030POSTIMPRES,Right,1,328
36,21,Right,male,Abstract,270ABSTRACTO,Left,0,368
36,21,Right,male,Abstract,322ABSTRACTO,Right,0,946
36,21,Right,male,Representational,159REALISTA,Right,1,629
36,21,Right,male,Representational,127IMPRESION,Left,0,436
36,21,Right,male,Abstract,084ABSTRACTO,Right,1,524
36,21,Right,male,Representational,104POSTIMPRESjpg,Right,0,451
36,21,Right,male,Abstract,348ABSTRACTO,Right,1,497
36,21,Right,male,Representational,197POSTIMPRES,Left,0,444
36,21,Right,male,Abstract,117ABSTRACTO,Left,0,384
36,21,Right,male,Representational,173REALISTA,Left,1,602
36,21,Right,male,Representational,311REALISTA,Right,0,398
36,21,Right,male,Abstract,359ABSTRACTO,Right,0,432
36,21,Right,male,Abstract,362ABSTRACTO,Right,0,1719
36,21,Right,male,Abstract,136ABSTRACTO,Left,0,527
36,21,Right,male,Representational,350REALISTA,Left,1,453
36,21,Right,male,Representational,071POSTIMPRES,Right,0,359
36,21,Right,male,Abstract,132ABSTRACTO,Right,0,291
36,21,Right,male,Abstract,351ABSTRACTO,Left,0,351
36,21,Right,male,Abstract,146ABSTRACTO,Right,1,902
36,21,Right,male,Abstract,404ABSTRACTO,Right,0,766
36,21,Right,male,Representational,308POSTIMPRES,Right,1,563
36,21,Right,male,Representational,373POSTIMPRES,Left,1,474
36,21,Right,male,Representational,396REALISTA,Right,1,451
36,21,Right,male,Abstract,036ABSTRACTO,Left,0,346
36,21,Right,male,Abstract,132ABSTRACTO,Left,0,435
36,21,Right,male,Representational,177REALISTA,Right,1,440
36,21,Right,male,Representational,205REALISTA,Left,1,513
36,21,Right,male,Representational,402IMPRESION,Left,1,588
36,21,Right,male,Abstract,176ABSTRACTO,Left,0,283
36,21,Right,male,Representational,165REALISTA,Left,1,430
36,21,Right,male,Representational,046REALISTA,Left,0,423
36,21,Right,male,Representational,043REALISTA,Left,1,523
36,21,Right,male,Abstract,089ABSTRACTO,Left,0,736
36,21,Right,male,Abstract,270ABSTRACTO,Right,0,473
36,21,Right,male,Abstract,129ABSTRACTO,Right,0,533
36,21,Right,male,Representational,017REALISTA,Left,1,467
36,21,Right,male,Abstract,269ABSTRACTO,Left,0,437
36,21,Right,male,Representational,046REALISTA,Right,1,446
36,21,Right,male,Representational,106REALISTA,Left,1,463
36,21,Right,male,Abstract,364ABSTRACTO,Left,0,326
36,21,Right,male,Representational,075IMPRESION,Right,1,554
36,21,Right,male,Abstract,188ABSTRACTO,Left,0,296
36,21,Right,male,Abstract,342ABSTRACTO,Right,0,568
36,21,Right,male,Representational,076REALISTA,Right,1,449
36,21,Right,male,Representational,101IMPRESION,Right,1,553
36,21,Right,male,Representational,287REALISTA,Right,1,489
36,21,Right,male,Abstract,230ABSTRACTO,Right,0,348
36,21,Right,male,Representational,020POSTIMPRES,Right,0,459
76,31,Left,male,Representational,069POSTIMPRES,Left,1,671
76,31,Left,male,Abstract,089ABSTRACTO,Left,0,754
76,31,Left,male,Representational,079POSTIMPRES,Left,1,933
76,31,Left,male,Representational,104POSTIMPRESjpg,Left,1,751
76,31,Left,male,Abstract,212ABSTRACTO,Left,0,779
76,31,Left,male,Abstract,390ABSTRACTO,Right,0,626
76,31,Left,male,Representational,287REALISTA,Right,1,657
76,31,Left,male,Representational,062REALISTA,Left,0,1205
76,31,Left,male,Abstract,269ABSTRACTO,Right,0,713
76,31,Left,male,Abstract,044ABSTRACTO,Right,1,876
76,31,Left,male,Abstract,365ABSTRACTO,Right,0,1381
76,31,Left,male,Abstract,151ABSTRACTO,Left,0,788
76,31,Left,male,Representational,173REALISTA,Right,0,1022
76,31,Left,male,Representational,266POSTIMPRES,Left,0,526
76,31,Left,male,Abstract,322ABSTRACTO,Right,1,741
76,31,Left,male,Representational,106REALISTA,Right,1,905
76,31,Left,male,Representational,105REALISTA,Left,1,616
76,31,Left,male,Representational,350REALISTA,Left,1,864
76,31,Left,male,Representational,116REALISTA,Right,0,645
76,31,Left,male,Abstract,342ABSTRACTO,Right,0,600
76,31,Left,male,Abstract,146ABSTRACTO,Right,1,614
76,31,Left,male,Abstract,180ABSTRACTO,Left,0,752
76,31,Left,male,Abstract,169ABSTRACTO,Left,0,1358
76,31,Left,male,Representational,173REALISTA,Left,0,2069
76,31,Left,male,Abstract,132ABSTRACTO,Right,0,636
76,31,Left,male,Representational,280REALISTA,Left,1,497
76,31,Left,male,Representational,197POSTIMPRES,Right,1,1061
76,31,Left,male,Representational,308POSTIMPRES,Right,0,504
76,31,Left,male,Representational,016POSTIMPRES,Left,0,673
76,31,Left,male,Representational,274REALISTA,Right,1,585
76,31,Left,male,Representational,278POSTIMPRES,Right,1,1066
76,31,Left,male,Abstract,098ABSTRACTO,Left,0,644
76,31,Left,male,Abstract,359ABSTRACTO,Left,0,388
76,31,Left,male,Representational,389POSTIMPRES,Left,1,460
76,31,Left,male,Abstract,390ABSTRACTO,Left,0,634
76,31,Left,male,Representational,219IMPRESION,Right,1,747
76,31,Left,male,Abstract,180ABSTRACTO,Right,1,585
76,31,Left,male,Representational,179IMPRESION,Right,0,895
76,31,Left,male,Representational,216POSTIMPRES,Right,0,580
76,31,Left,male,Representational,127IMPRESION,Right,1,611
76,31,Left,male,Representational,345POSTIMPRES,Right,1,1053
76,31,Left,male,Abstract,084ABSTRACTO,Left,0,2327
76,31,Left,male,Representational,075IMPRESION,Left,1,762
76,31,Left,male,Representational,093REALISTA,Right,1,460
76,31,Left,male,Representational,205REALISTA,Right,0,657
76,31,Left,male,Abstract,061ABSTRACTO,Right,0,606
76,31,Left,male,Abstract,136ABSTRACTO,Left,1,601
76,31,Left,male,Abstract,343ABSTRACTO,Left,1,771
76,31,Left,male,Representational,075IMPRESION,Right,0,918
76,31,Left,male,Representational,017REALISTA,Right,1,410
76,31,Left,male,Representational,093REALISTA,Left,1,438
76,31,Left,male,Representational,020POSTIMPRES,Right,0,725
76,31,Left,male,Abstract,110ABSTRACTO,Left,0,600
76,31,Left,male,Representational,205REALISTA,Left,0,990
76,31,Left,male,Representational,373POSTIMPRES,Right,1,805
76,31,Left,male,Representational,402IMPRESION,Left,1,579
76,31,Left,male,Representational,071POSTIMPRES,Left,0,1205
76,31,Left,male,Abstract,262ABSTRACTO,Left,0,459
76,31,Left,male,Representational,069POSTIMPRES,Right,1,462
76,31,Left,male,Representational,130IMPRESION,Left,1,435
76,31,Left,male,Abstract,051ABSTRACTO,Right,0,471
76,31,Left,male,Representational,389POSTIMPRES,Right,0,810
76,31,Left,male,Representational,046REALISTA,Right,1,807
76,31,Left,male,Abstract,351ABSTRACTO,Right,0,1649
76,31,Left,male,Abstract,363ABSTRACTO,Right,0,359
76,31,Left,male,Representational,396REALISTA,Left,0,551
76,31,Left,male,Abstract,146ABSTRACTO,Left,0,491
76,31,Left,male,Abstract,270ABSTRACTO,Left,0,681
76,31,Left,male,Representational,311REALISTA,Left,1,867
76,31,Left,male,Representational,076REALISTA,Left,0,1300
76,31,Left,male,Abstract,262ABSTRACTO,Right,1,588
76,31,Left,male,Representational,219IMPRESION,Left,0,804
76,31,Left,male,Abstract,404ABSTRACTO,Left,0,888
76,31,Left,male,Representational,254IMPRESION,Left,1,1055
76,31,Left,male,Abstract,214ABSTRACTO,Left,0,554
76,31,Left,male,Representational,274REALISTA,Left,0,828
76,31,Left,male,Abstract,317ABSTRACTO,Left,0,596
76,31,Left,male,Abstract,121ABSTRACTO,Left,0,753
76,31,Left,male,Representational,130IMPRESION,Right,1,504
76,31,Left,male,Abstract,188ABSTRACTO,Left,0,632
76,31,Left,male,Representational,315IMPRESION,Left,0,529
76,31,Left,male,Representational,101IMPRESION,Left,0,391
76,31,Left,male,Representational,226REALISTA,Left,1,610
76,31,Left,male,Abstract,067ABSTRACTO,Right,1,653
76,31,Left,male,Representational,308POSTIMPRES,Left,0,1052
